,GALAUSDT,MASKUSDT,Spread,Zscore
155,0.05177,1.465,0.007819999999999994,0.4786109026293835
156,0.05199,1.463,0.008100000000000003,0.7807238550717318
157,0.05165,1.466,0.007670000000000003,0.1574140831799772
158,0.05175,1.468,0.007710000000000002,0.16498412354678632
159,0.05154,1.465,0.0075899999999999995,-0.05196249048108043
160,0.05091,1.491,0.006179999999999998,-1.871233560080433
161,0.05137,1.543,0.005080000000000001,-2.564273330462391
162,0.0523,1.532,0.006339999999999998,-1.141910100643266
163,0.05083,1.491,0.006100000000000001,-1.271449543369006
164,0.05123,1.471,0.007099999999999995,-0.2677532423632655
165,0.05118,1.458,0.007440000000000009,0.03424401575634282
166,0.05139,1.475,0.0071400000000000005,-0.30594912310983124
167,0.05145,1.479,0.007080000000000003,-0.39572426523319415
168,0.05159,1.473,0.007399999999999997,-0.09525886331404948
169,0.05139,1.467,0.007379999999999998,-0.0804637827022462
170,0.05152,1.479,0.007150000000000004,-0.251801271775086
171,0.05158,1.481,0.007149999999999997,-0.192767181144761
172,0.05137,1.486,0.006790000000000004,-0.5548179184592273
173,0.05154,1.491,0.0068100000000000036,-0.4602570218393797
174,0.05133,1.474,0.007110000000000005,-0.00839866571086739
175,0.05068,1.454,0.007060000000000004,0.004168851181460664
176,0.05125,1.482,0.006789999999999997,-0.328173887911733
177,0.05088,1.472,0.006720000000000004,-0.35996460967347194
178,0.05131,1.506,0.0061300000000000035,-1.1949081850712193
179,0.05158,1.507,0.006370000000000008,-0.7301211989075439
180,0.05176,1.507,0.006550000000000007,-0.3607103972487229
181,0.05219,1.536,0.006110000000000004,-1.1190744568865767
182,0.05228,1.532,0.006319999999999999,-1.1118610558455868
183,0.05213,1.526,0.0063500000000000015,-1.046313686816947
184,0.05238,1.516,0.006900000000000003,0.1218389272155067
185,0.05263,1.514,0.007210000000000001,0.8560636677638558
186,0.05325,1.531,0.00732,1.1568142922369558
187,0.05344,1.546,0.007060000000000004,0.5301346347730003
188,0.05341,1.549,0.006940000000000002,0.25156543528207714
189,0.05368,1.568,0.00664,-0.4263459644614324
190,0.05358,1.562,0.006720000000000004,-0.14343221427362107
191,0.05359,1.561,0.006760000000000002,0.02053075611105022
192,0.05345,1.545,0.007100000000000002,1.0124757233580348
193,0.05386,1.553,0.007269999999999999,1.3668056773579809
194,0.05594,1.598,0.007999999999999993,2.5914399905245222
195,0.05553,1.577,0.008220000000000005,2.467778195615885
196,0.05563,1.58,0.008230000000000001,2.096345523948185
197,0.05512,1.57,0.00802,1.5539425430715779
198,0.0554,1.584,0.007879999999999998,1.2134197766189627
199,0.05459,1.55,0.00809,1.3812881538909143
