,sym_1,sym_2,p_value,t_value,c_value,hedge_ratio,zero_crossings
1595,RSS3USDT,SFPUSDT,0.03,-3.55,-3.37,0.47,15
1055,YGGUSDT,RNDRUSDT,0.04,-3.38,-3.37,1.24,15
1225,STXUSDT,ENSUSDT,0.03,-3.53,-3.37,0.04,15
1601,RSS3USDT,DUSKUSDT,0.0,-4.27,-3.37,1.25,15
951,SLPUSDT,DOTUSDT,0.02,-3.71,-3.37,0.0,15
1610,RSS3USDT,XNOUSDT,0.03,-3.5,-3.37,0.16,15
920,LRCUSDT,TRBUSDT,0.02,-3.64,-3.37,0.02,15
930,IOTXUSDT,HOTUSDT,0.04,-3.39,-3.37,13.96,15
1110,SFPUSDT,ZILUSDT,0.03,-3.49,-3.37,8.12,15
817,TLMUSDT,FXSUSDT,0.02,-3.65,-3.37,0.0,15
1715,API3USDT,GALUSDT,0.04,-3.47,-3.37,0.68,15
905,LRCUSDT,KLAYUSDT,0.01,-3.85,-3.37,1.67,15
1962,DARUSDT,CHRUSDT,0.0,-4.16,-3.37,1.61,15
1585,RSS3USDT,BSVUSDT,0.04,-3.45,-3.37,0.0,15
2344,USDCUSDT,QNTUSDT,0.0,-7.68,-3.37,0.01,15
831,ILVUSDT,ARUSDT,0.04,-3.4,-3.37,7.31,15
297,VETUSDT,WOOUSDT,0.0,-4.79,-3.37,0.13,15
924,ENSUSDT,ARPAUSDT,0.01,-3.92,-3.37,258.06,15
1583,RSS3USDT,GRTUSDT,0.04,-3.44,-3.37,1.48,15
1582,RSS3USDT,CHZUSDT,0.04,-3.45,-3.37,1.37,15
111,XTZUSDT,CELRUSDT,0.03,-3.51,-3.37,93.41,15
303,VETUSDT,SUNUSDT,0.01,-3.91,-3.37,4.04,15
240,SOLUSDT,BSVUSDT,0.04,-3.43,-3.37,0.72,15
1672,API3USDT,WOOUSDT,0.02,-3.61,-3.37,10.17,15
1741,BSWUSDT,ENSUSDT,0.02,-3.75,-3.37,0.03,15
937,BATUSDT,CHZUSDT,0.04,-3.4,-3.37,3.65,15
1649,API3USDT,VETUSDT,0.01,-3.99,-3.37,78.71,15
189,DOGEUSDT,BSVUSDT,0.01,-3.78,-3.37,0.0,15
1131,SKLUSDT,BAKEUSDT,0.01,-3.9,-3.37,0.16,15
1187,RSRUSDT,CELRUSDT,0.02,-3.65,-3.37,0.4,15
1662,API3USDT,OMGUSDT,0.02,-3.62,-3.37,1.01,15
2291,USDCUSDT,WOOUSDT,0.0,-7.55,-3.37,5.57,15
368,KSMUSDT,ICXUSDT,0.01,-3.82,-3.37,194.38,15
2161,ONTUSDT,DUSKUSDT,0.03,-3.58,-3.37,1.96,15
934,CHRUSDT,SCRTUSDT,0.0,-4.39,-3.37,0.16,15
324,THETAUSDT,GALUSDT,0.01,-3.93,-3.37,0.44,15
780,TLMUSDT,BCHUSDT,0.03,-3.54,-3.37,0.0,15
744,MKRUSDT,JSTUSDT,0.02,-3.7,-3.37,32150.58,15
1815,ARPAUSDT,GALUSDT,0.0,-5.25,-3.37,0.01,15
1819,ALPHAUSDT,SCRTUSDT,0.03,-3.56,-3.37,0.11,15
1916,BALUSDT,BANDUSDT,0.02,-3.71,-3.37,3.55,15
882,WOOUSDT,SUNUSDT,0.01,-3.97,-3.37,31.26,15
1081,YGGUSDT,CVXUSDT,0.04,-3.46,-3.37,0.1,15
261,XLMUSDT,CELRUSDT,0.01,-3.84,-3.37,6.37,15
1623,RSS3USDT,ACHUSDT,0.01,-4.05,-3.37,11.83,15
1750,BSWUSDT,REEFUSDT,0.01,-3.87,-3.37,87.32,15
1065,YGGUSDT,ROSEUSDT,0.04,-3.42,-3.37,12.49,15
1913,BALUSDT,TLMUSDT,0.01,-3.99,-3.37,184.42,15
144,DOTUSDT,SOLUSDT,0.0,-4.18,-3.37,0.18,15
2368,USDCUSDT,ZRXUSDT,0.0,-7.55,-3.37,3.37,15
615,GALAUSDT,STXUSDT,0.03,-3.5,-3.37,0.13,15
1498,HNTUSDT,TRBUSDT,0.03,-3.56,-3.37,0.52,15
464,BSVUSDT,IOTXUSDT,0.01,-3.97,-3.37,1884.83,15
1997,CTCUSDT,LTCUSDT,0.0,-4.48,-3.37,0.01,15
644,CELRUSDT,ROSEUSDT,0.04,-3.42,-3.37,0.33,15
2385,USDCUSDT,DARUSDT,0.0,-7.56,-3.37,3.43,15
2198,BELUSDT,RUNEUSDT,0.0,-4.32,-3.37,0.35,15
538,NEARUSDT,ANKRUSDT,0.02,-3.74,-3.37,129.35,15
1529,NEOUSDT,1000XECUSDT,0.0,-4.15,-3.37,227.66,15
2319,USDCUSDT,MASKUSDT,0.0,-7.55,-3.37,0.69,15
954,SLPUSDT,OMGUSDT,0.03,-3.55,-3.37,0.0,15
1304,REQUSDT,BNXUSDT,0.04,-3.43,-3.37,0.0,15
2171,BLZUSDT,GALAUSDT,0.03,-3.57,-3.37,1.82,15
665,ONEUSDT,NEARUSDT,0.02,-3.64,-3.37,0.01,15
2387,USDCUSDT,GALUSDT,0.0,-7.57,-3.37,0.37,15
1034,YGGUSDT,THETAUSDT,0.02,-3.66,-3.37,0.55,15
974,ANKRUSDT,ENSUSDT,0.02,-3.59,-3.37,0.0,15
1280,BICOUSDT,FXSUSDT,0.01,-3.9,-3.37,0.09,15
2215,BELUSDT,KDAUSDT,0.02,-3.72,-3.37,0.49,15
593,DASHUSDT,DARUSDT,0.01,-4.0,-3.37,153.14,15
515,FTMUSDT,ZILUSDT,0.02,-3.6,-3.37,6.75,15
2258,USDCUSDT,CHZUSDT,0.0,-7.55,-3.37,9.34,15
2173,BLZUSDT,NEOUSDT,0.03,-3.57,-3.37,0.01,15
1504,ZILUSDT,SUSHIUSDT,0.04,-3.45,-3.37,0.03,15
1287,REQUSDT,BSVUSDT,0.02,-3.67,-3.37,0.0,15
1364,REEFUSDT,MKRUSDT,0.01,-3.79,-3.37,0.0,15
2177,BLZUSDT,FXSUSDT,0.02,-3.7,-3.37,0.02,15
87,XRPUSDT,BALUSDT,0.04,-3.38,-3.37,0.07,15
952,SLPUSDT,AXSUSDT,0.04,-3.47,-3.37,0.0,15
633,CELRUSDT,BTCUSDT,0.04,-3.38,-3.37,0.0,15
1438,WAVESUSDT,ADAUSDT,0.02,-3.65,-3.37,11.38,15
98,LTCUSDT,MASKUSDT,0.01,-3.84,-3.37,36.47,15
640,CELRUSDT,MASKUSDT,0.01,-3.88,-3.37,0.01,15
2388,USDCUSDT,AKROUSDT,0.0,-7.56,-3.37,199.06,15
2037,CTCUSDT,COTIUSDT,0.0,-4.69,-3.37,3.7,15
1703,API3USDT,GMTUSDT,0.02,-3.66,-3.37,1.97,14
2054,CTCUSDT,QTUMUSDT,0.0,-4.24,-3.37,0.13,14
1560,JSTUSDT,1000BTTUSDT,0.04,-3.4,-3.37,32.77,14
1101,SFPUSDT,AXSUSDT,0.04,-3.43,-3.37,0.02,14
1707,API3USDT,GLMRUSDT,0.03,-3.57,-3.37,2.97,14
1228,STXUSDT,SCUSDT,0.04,-3.44,-3.37,97.18,14
1920,MTLUSDT,FLMUSDT,0.03,-3.57,-3.37,7.76,14
1761,CTSIUSDT,AUDIOUSDT,0.03,-3.49,-3.37,0.47,14
1660,API3USDT,DYDXUSDT,0.02,-3.62,-3.37,0.89,14
2100,CTCUSDT,KDAUSDT,0.01,-3.93,-3.37,0.23,14
2097,CTCUSDT,OCEANUSDT,0.0,-4.51,-3.37,2.12,14
542,NEARUSDT,DENTUSDT,0.03,-3.52,-3.37,3983.14,14
2031,CTCUSDT,BITUSDT,0.01,-3.97,-3.37,0.78,14
1420,ICXUSDT,ACHUSDT,0.04,-3.45,-3.37,22.46,14
2082,CTCUSDT,RVNUSDT,0.0,-4.12,-3.37,15.78,14
623,GALAUSDT,KDAUSDT,0.04,-3.4,-3.37,0.03,14
1136,GTCUSDT,TOMOUSDT,0.01,-3.83,-3.37,4.75,14
925,ENSUSDT,GLMRUSDT,0.0,-4.14,-3.37,15.36,13
1806,ARPAUSDT,HOTUSDT,0.04,-3.4,-3.37,18.02,13
1349,ANTUSDT,MTLUSDT,0.03,-3.5,-3.37,1.36,13
2122,CTCUSDT,BALUSDT,0.0,-4.77,-3.37,0.07,13
1740,BSWUSDT,OMGUSDT,0.03,-3.52,-3.37,0.17,13
1480,ROSEUSDT,HOTUSDT,0.01,-3.83,-3.37,25.29,13
2269,USDCUSDT,NEARUSDT,0.0,-7.55,-3.37,0.28,13
1021,YGGUSDT,BTCUSDT,0.03,-3.56,-3.37,0.0,13
1194,RSRUSDT,ENSUSDT,0.01,-3.96,-3.37,0.0,13
2280,USDCUSDT,C98USDT,0.0,-7.55,-3.37,2.1,13
787,TLMUSDT,ENSUSDT,0.03,-3.59,-3.37,0.0,13
970,SLPUSDT,GALUSDT,0.0,-4.47,-3.37,0.0,13
1129,SKLUSDT,JSTUSDT,0.01,-3.94,-3.37,1.71,13
1009,SXPUSDT,SOLUSDT,0.05,-3.37,-3.37,0.01,13
1764,CTSIUSDT,SCRTUSDT,0.03,-3.54,-3.37,0.14,13
1443,WAVESUSDT,SCUSDT,0.01,-3.92,-3.37,1281.69,13
1746,BSWUSDT,STXUSDT,0.04,-3.44,-3.37,0.81,13
566,IOSTUSDT,MANAUSDT,0.02,-3.75,-3.37,0.02,13
1768,HOTUSDT,BCHUSDT,0.05,-3.37,-3.37,0.0,13
1490,CREAMUSDT,ZECUSDT,0.03,-3.52,-3.37,0.3,13
1678,API3USDT,SXPUSDT,0.03,-3.48,-3.37,4.85,13
251,SOLUSDT,JSTUSDT,0.03,-3.53,-3.37,1328.44,13
1445,WAVESUSDT,KDAUSDT,0.02,-3.76,-3.37,3.2,13
921,ENSUSDT,IMXUSDT,0.0,-4.43,-3.37,10.29,13
645,CELRUSDT,ZILUSDT,0.0,-4.27,-3.37,0.44,13
2045,CTCUSDT,ENSUSDT,0.0,-4.3,-3.37,0.04,13
1071,YGGUSDT,KDAUSDT,0.02,-3.72,-3.37,0.4,13
2196,BELUSDT,CELRUSDT,0.0,-5.18,-3.37,46.39,13
548,OMGUSDT,XRPUSDT,0.03,-3.51,-3.37,5.26,13
1177,RSRUSDT,SUSHIUSDT,0.03,-3.58,-3.37,0.0,13
306,VETUSDT,BSWUSDT,0.03,-3.53,-3.37,0.07,13
257,SOLUSDT,BLZUSDT,0.0,-4.75,-3.37,417.64,13
1789,ARPAUSDT,OMGUSDT,0.0,-4.44,-3.37,0.02,13
1795,ARPAUSDT,QTUMUSDT,0.03,-3.5,-3.37,0.01,13
1132,SKLUSDT,LINAUSDT,0.04,-3.46,-3.37,5.66,13
808,TLMUSDT,1000BTTUSDT,0.03,-3.58,-3.37,30.43,13
1798,ARPAUSDT,SCUSDT,0.01,-3.95,-3.37,9.24,13
1731,BSWUSDT,ADAUSDT,0.02,-3.61,-3.37,0.7,13
879,WOOUSDT,ZILUSDT,0.05,-3.37,-3.37,4.69,13
1747,BSWUSDT,MASKUSDT,0.03,-3.48,-3.37,0.21,13
537,NEARUSDT,SLPUSDT,0.02,-3.71,-3.37,898.95,13
2254,USDCUSDT,SANDUSDT,0.0,-7.55,-3.37,0.82,13
2349,USDCUSDT,SUNUSDT,0.0,-7.54,-3.37,174.36,13
197,DOGEUSDT,CVCUSDT,0.03,-3.53,-3.37,0.45,13
1782,ARPAUSDT,LINKUSDT,0.0,-4.53,-3.37,0.01,13
1134,SKLUSDT,ACHUSDT,0.0,-4.4,-3.37,3.97,13
264,XLMUSDT,WOOUSDT,0.01,-4.04,-3.37,0.6,13
2386,USDCUSDT,FLMUSDT,0.0,-7.57,-3.37,6.15,13
1156,CVCUSDT,BAKEUSDT,0.03,-3.5,-3.37,0.46,13
840,FLOWUSDT,ENSUSDT,0.04,-3.45,-3.37,0.17,13
543,NEARUSDT,ZILUSDT,0.02,-3.64,-3.37,92.72,13
2337,USDCUSDT,ROSEUSDT,0.0,-7.54,-3.37,19.46,13
1616,RSS3USDT,ZRXUSDT,0.05,-3.37,-3.37,0.5,13
1608,RSS3USDT,ROSEUSDT,0.03,-3.57,-3.37,2.86,13
2362,USDCUSDT,CTSIUSDT,0.0,-7.56,-3.37,6.23,13
729,AGLDUSDT,GALUSDT,0.03,-3.51,-3.37,0.15,13
238,FILUSDT,BNXUSDT,0.0,-4.8,-3.37,0.05,13
898,LRCUSDT,RUNEUSDT,0.03,-3.54,-3.37,0.17,13
1120,AUDIOUSDT,TOMOUSDT,0.0,-5.08,-3.37,0.68,13
1037,YGGUSDT,GRTUSDT,0.03,-3.54,-3.37,6.47,13
381,AVAXUSDT,DENTUSDT,0.03,-3.55,-3.37,22915.35,13
2273,USDCUSDT,DASHUSDT,0.0,-7.55,-3.37,0.02,13
2332,USDCUSDT,CELOUSDT,0.0,-7.56,-3.37,1.1,13
1622,RSS3USDT,1000XECUSDT,0.03,-3.49,-3.37,3.69,13
242,SOLUSDT,TLMUSDT,0.0,-4.81,-3.37,1430.6,13
873,WOOUSDT,IOTAUSDT,0.01,-3.99,-3.37,0.66,13
1125,ZENUSDT,JSTUSDT,0.0,-4.15,-3.37,563.75,13
2330,USDCUSDT,IOTAUSDT,0.0,-7.56,-3.37,3.66,13
894,LRCUSDT,EOSUSDT,0.04,-3.39,-3.37,0.39,13
2376,USDCUSDT,BNXUSDT,0.0,-7.58,-3.37,0.01,13
1592,RSS3USDT,ANKRUSDT,0.04,-3.47,-3.37,5.36,13
102,LTCUSDT,SCRTUSDT,0.01,-4.03,-3.37,47.59,13
1247,MASKUSDT,BCHUSDT,0.02,-3.72,-3.37,0.01,13
1581,RSS3USDT,KSMUSDT,0.02,-3.74,-3.37,0.0,13
2325,USDCUSDT,DUSKUSDT,0.0,-7.54,-3.37,8.47,13
1378,XMRUSDT,API3USDT,0.03,-3.52,-3.37,75.17,13
1990,FITFIUSDT,AKROUSDT,0.02,-3.73,-3.37,14.24,13
622,GALAUSDT,NEOUSDT,0.02,-3.7,-3.37,0.01,13
12,BTCUSDT,C98USDT,0.04,-3.41,-3.37,44087.92,13
404,CRVUSDT,BELUSDT,0.01,-3.8,-3.37,1.44,13
1847,BAKEUSDT,BALUSDT,0.01,-3.9,-3.37,0.06,13
2259,USDCUSDT,CRVUSDT,0.0,-7.64,-3.37,0.88,13
409,ENJUSDT,NEARUSDT,0.01,-3.78,-3.37,0.14,13
413,ENJUSDT,ENSUSDT,0.03,-3.55,-3.37,0.05,13
2155,ONTUSDT,VETUSDT,0.05,-3.37,-3.37,9.99,13
2227,BELUSDT,BLZUSDT,0.04,-3.45,-3.37,8.56,13
569,IOSTUSDT,CELRUSDT,0.02,-3.74,-3.37,0.8,13
2003,CTCUSDT,MATICUSDT,0.0,-4.28,-3.37,0.5,13
363,KSMUSDT,HBARUSDT,0.04,-3.38,-3.37,833.17,13
938,BATUSDT,CELRUSDT,0.04,-3.42,-3.37,23.12,13
910,LRCUSDT,BANDUSDT,0.05,-3.38,-3.37,0.28,13
2378,USDCUSDT,1000XECUSDT,0.0,-7.54,-3.37,25.12,13
2230,USDCUSDT,EOSUSDT,0.0,-7.55,-3.37,1.02,13
75,XRPUSDT,TLMUSDT,0.01,-3.9,-3.37,12.79,13
2197,BELUSDT,HBARUSDT,0.04,-3.4,-3.37,12.04,13
2202,BELUSDT,SKLUSDT,0.03,-3.47,-3.37,15.86,13
2145,LUNA2USDT,BITUSDT,0.04,-3.41,-3.37,3.83,13
2249,USDCUSDT,TRXUSDT,0.0,-7.56,-3.37,14.78,13
247,SOLUSDT,ARUSDT,0.03,-3.51,-3.37,2.57,13
151,DOTUSDT,STXUSDT,0.01,-3.78,-3.37,17.96,13
244,SOLUSDT,ANKRUSDT,0.02,-3.73,-3.37,1394.82,13
779,RENUSDT,RSS3USDT,0.02,-3.63,-3.37,1.0,13
1282,REQUSDT,EOSUSDT,0.04,-3.41,-3.37,0.12,13
1218,RSRUSDT,BOBAUSDT,0.02,-3.6,-3.37,0.02,13
1876,BOBAUSDT,XRPUSDT,0.03,-3.54,-3.37,1.17,13
1000,QTUMUSDT,SCRTUSDT,0.01,-3.93,-3.37,2.57,13
523,ALGOUSDT,CKBUSDT,0.01,-3.77,-3.37,82.06,12
590,DASHUSDT,APEUSDT,0.02,-3.77,-3.37,9.35,12
1399,IOTAUSDT,ALPHAUSDT,0.03,-3.58,-3.37,2.25,12
529,DYDXUSDT,RSRUSDT,0.04,-3.38,-3.37,306.14,12
1453,RVNUSDT,TOMOUSDT,0.03,-3.55,-3.37,0.05,12
1470,KAVAUSDT,ALPHAUSDT,0.04,-3.47,-3.37,14.23,12
2139,AKROUSDT,MTLUSDT,0.03,-3.54,-3.37,0.0,12
1261,MASKUSDT,APEUSDT,0.0,-4.37,-3.37,0.3,12
1570,BANDUSDT,ARPAUSDT,0.03,-3.57,-3.37,37.99,12
1347,ANTUSDT,LINAUSDT,0.03,-3.55,-3.37,196.36,12
2130,CTCUSDT,AKROUSDT,0.02,-3.63,-3.37,73.0,12
1752,BSWUSDT,BANDUSDT,0.02,-3.6,-3.37,0.22,12
1814,ARPAUSDT,DARUSDT,0.01,-3.8,-3.37,0.13,11
226,BNBUSDT,TLMUSDT,0.0,-4.2,-3.37,9090.32,11
1379,XMRUSDT,DGBUSDT,0.03,-3.53,-3.37,13732.07,11
248,SOLUSDT,IOTAUSDT,0.0,-4.3,-3.37,139.9,11
902,LRCUSDT,CROUSDT,0.03,-3.5,-3.37,3.2,11
2303,USDCUSDT,CROUSDT,0.0,-7.55,-3.37,8.3,11
2363,USDCUSDT,HOTUSDT,0.0,-7.55,-3.37,492.13,11
614,GALAUSDT,RNDRUSDT,0.04,-3.45,-3.37,0.1,11
1381,PEOPLEUSDT,RUNEUSDT,0.05,-3.37,-3.37,0.01,11
256,SOLUSDT,1000XECUSDT,0.03,-3.48,-3.37,961.44,11
2237,USDCUSDT,DOTUSDT,0.0,-7.55,-3.37,0.14,11
1827,GLMRUSDT,DUSKUSDT,0.04,-3.38,-3.37,5.22,11
1828,GLMRUSDT,GALUSDT,0.0,-4.75,-3.37,0.23,11
1829,SCRTUSDT,BAKEUSDT,0.05,-3.37,-3.37,3.69,11
1872,BNXUSDT,SCRTUSDT,0.02,-3.6,-3.37,104.16,11
2207,BELUSDT,IOTAUSDT,0.01,-3.78,-3.37,2.87,11
245,SOLUSDT,STXUSDT,0.0,-4.85,-3.37,99.4,11
1792,ARPAUSDT,WOOUSDT,0.03,-3.48,-3.37,0.2,11
1791,ARPAUSDT,C98USDT,0.02,-3.63,-3.37,0.08,11
1790,ARPAUSDT,DASHUSDT,0.01,-3.82,-3.37,0.0,11
1799,ARPAUSDT,DUSKUSDT,0.03,-3.5,-3.37,0.31,11
1121,AUDIOUSDT,DARUSDT,0.04,-3.43,-3.37,1.17,11
2203,BELUSDT,CVCUSDT,0.0,-4.21,-3.37,5.62,11
1822,DGBUSDT,ACHUSDT,0.04,-3.39,-3.37,0.8,11
15,BTCUSDT,WOOUSDT,0.01,-3.87,-3.37,116805.52,11
628,GALAUSDT,SCRTUSDT,0.02,-3.62,-3.37,0.05,11
13,BTCUSDT,MKRUSDT,0.01,-3.94,-3.37,22.62,11
2123,CTCUSDT,CVXUSDT,0.0,-4.14,-3.37,0.06,11
738,MKRUSDT,IOTAUSDT,0.0,-4.27,-3.37,3385.7,11
191,DOGEUSDT,CELRUSDT,0.01,-3.81,-3.37,3.75,11
350,MANAUSDT,ENSUSDT,0.03,-3.59,-3.37,0.09,11
1626,RSS3USDT,DODOUSDT,0.03,-3.56,-3.37,0.96,11
145,DOTUSDT,VETUSDT,0.0,-4.55,-3.37,298.1,11
2336,USDCUSDT,KAVAUSDT,0.0,-7.59,-3.37,0.58,11
2320,USDCUSDT,BICOUSDT,0.0,-7.59,-3.37,1.97,11
1537,CKBUSDT,IOTAUSDT,0.04,-3.42,-3.37,0.01,11
1535,XNOUSDT,BELUSDT,0.01,-3.93,-3.37,1.15,11
441,SHIB1000USDT,ROSEUSDT,0.03,-3.49,-3.37,0.21,11
444,YFIUSDT,SUSHIUSDT,0.03,-3.54,-3.37,4397.84,11
707,AGLDUSDT,MKRUSDT,0.04,-3.41,-3.37,0.0,11
79,XRPUSDT,STXUSDT,0.03,-3.48,-3.37,0.89,11
1264,MASKUSDT,SCRTUSDT,0.02,-3.71,-3.37,1.3,11
367,KSMUSDT,REEFUSDT,0.01,-3.98,-3.37,15223.2,11
1952,GSTUSDT,HOTUSDT,0.01,-3.8,-3.37,38.32,11
1033,YGGUSDT,VETUSDT,0.04,-3.45,-3.37,27.68,11
1030,YGGUSDT,BNBUSDT,0.03,-3.54,-3.37,0.0,11
152,DOTUSDT,IOTAUSDT,0.02,-3.67,-3.37,25.27,11
568,IOSTUSDT,FTMUSDT,0.02,-3.7,-3.37,0.05,11
1625,RSS3USDT,MTLUSDT,0.03,-3.59,-3.37,0.12,11
2151,OPUSDT,FILUSDT,0.01,-3.9,-3.37,0.1,11
1619,RSS3USDT,LINAUSDT,0.02,-3.64,-3.37,16.87,11
130,LINKUSDT,FXSUSDT,0.02,-3.67,-3.37,1.19,11
2328,USDCUSDT,XMRUSDT,0.0,-7.56,-3.37,0.01,11
396,CHZUSDT,DODOUSDT,0.02,-3.62,-3.37,0.7,11
399,CRVUSDT,SRMUSDT,0.01,-4.1,-3.37,1.05,11
115,XTZUSDT,ENSUSDT,0.02,-3.61,-3.37,0.17,11
1045,YGGUSDT,MKRUSDT,0.03,-3.47,-3.37,0.0,11
2224,BELUSDT,DARUSDT,0.0,-4.24,-3.37,2.7,11
1593,RSS3USDT,SXPUSDT,0.04,-3.47,-3.37,0.39,11
1596,RSS3USDT,AUDIOUSDT,0.05,-3.37,-3.37,0.43,11
2370,USDCUSDT,SCRTUSDT,0.0,-7.59,-3.37,0.9,11
1054,YGGUSDT,SFPUSDT,0.02,-3.61,-3.37,2.07,11
1600,RSS3USDT,STXUSDT,0.04,-3.39,-3.37,0.38,11
1965,DARUSDT,OCEANUSDT,0.03,-3.5,-3.37,1.68,11
1056,YGGUSDT,STXUSDT,0.04,-3.4,-3.37,1.67,11
1251,MASKUSDT,ENSUSDT,0.03,-3.52,-3.37,0.15,11
1253,MASKUSDT,QTUMUSDT,0.0,-4.44,-3.37,0.51,11
1613,RSS3USDT,1000BTTUSDT,0.02,-3.63,-3.37,167.31,11
1665,API3USDT,C98USDT,0.03,-3.57,-3.37,3.84,11
1664,API3USDT,CELRUSDT,0.03,-3.58,-3.37,107.89,11
1940,GSTUSDT,CROUSDT,0.03,-3.5,-3.37,0.65,11
546,NEARUSDT,ARPAUSDT,0.0,-5.32,-3.37,96.92,11
1721,KDAUSDT,BNXUSDT,0.0,-4.36,-3.37,0.01,11
1455,KNCUSDT,SRMUSDT,0.03,-3.54,-3.37,1.27,11
2310,USDCUSDT,ZENUSDT,0.0,-7.55,-3.37,0.06,11
1077,YGGUSDT,SCRTUSDT,0.04,-3.39,-3.37,0.58,11
643,CELRUSDT,KAVAUSDT,0.04,-3.41,-3.37,0.01,11
1734,BSWUSDT,KSMUSDT,0.04,-3.42,-3.37,0.01,11
2235,USDCUSDT,LINKUSDT,0.0,-7.58,-3.37,0.16,11
1739,BSWUSDT,NEARUSDT,0.01,-4.03,-3.37,0.09,11
2346,USDCUSDT,XNOUSDT,0.0,-7.56,-3.37,1.11,11
1891,1000XECUSDT,BALUSDT,0.01,-3.88,-3.37,0.01,11
1749,BSWUSDT,DUSKUSDT,0.04,-3.39,-3.37,2.64,11
2236,USDCUSDT,ADAUSDT,0.0,-7.56,-3.37,2.24,11
634,CELRUSDT,HBARUSDT,0.03,-3.48,-3.37,0.26,11
1157,CVCUSDT,LINAUSDT,0.03,-3.48,-3.37,16.03,11
1435,CELOUSDT,ONTUSDT,0.04,-3.41,-3.37,3.91,11
862,WOOUSDT,ANKRUSDT,0.0,-5.73,-3.37,6.54,11
2351,USDCUSDT,BANDUSDT,0.0,-7.59,-3.37,0.72,11
484,BSVUSDT,BELUSDT,0.04,-3.42,-3.37,68.14,11
1614,RSS3USDT,CTSIUSDT,0.02,-3.62,-3.37,0.92,11
739,MKRUSDT,CELOUSDT,0.0,-4.33,-3.37,1022.14,11
666,ONEUSDT,CELRUSDT,0.04,-3.42,-3.37,1.26,11
1023,YGGUSDT,EOSUSDT,0.02,-3.71,-3.37,0.65,11
1926,GSTUSDT,BCHUSDT,0.01,-3.95,-3.37,0.0,11
1918,MTLUSDT,DGBUSDT,0.04,-3.42,-3.37,126.2,11
1020,SXPUSDT,BALUSDT,0.0,-4.41,-3.37,0.08,11
649,CELRUSDT,MINAUSDT,0.02,-3.6,-3.37,0.03,11
59,EOSUSDT,MKRUSDT,0.01,-3.86,-3.37,0.0,11
1025,YGGUSDT,ADAUSDT,0.03,-3.5,-3.37,1.44,11
155,DOTUSDT,ARPAUSDT,0.02,-3.76,-3.37,188.79,11
2026,CTCUSDT,SRMUSDT,0.02,-3.75,-3.37,0.34,11
1308,REQUSDT,GALUSDT,0.02,-3.7,-3.37,0.04,11
1709,API3USDT,LINAUSDT,0.02,-3.76,-3.37,209.31,11
1908,ACHUSDT,CKBUSDT,0.0,-4.2,-3.37,3.07,11
168,SUSHIUSDT,HBARUSDT,0.03,-3.53,-3.37,21.44,11
172,SUSHIUSDT,BOBAUSDT,0.02,-3.68,-3.37,3.5,11
2107,CTCUSDT,ALPHAUSDT,0.0,-4.23,-3.37,3.01,10
2060,CTCUSDT,AUDIOUSDT,0.0,-4.28,-3.37,1.07,10
2005,CTCUSDT,BNBUSDT,0.0,-4.36,-3.37,0.0,10
2047,CTCUSDT,CHRUSDT,0.0,-4.49,-3.37,2.02,10
1967,DARUSDT,ALPHAUSDT,0.04,-3.42,-3.37,2.39,10
2085,CTCUSDT,DENTUSDT,0.01,-4.03,-3.37,411.31,10
824,RUNEUSDT,SCUSDT,0.03,-3.52,-3.37,566.81,10
1191,RSRUSDT,RENUSDT,0.04,-3.42,-3.37,0.05,10
1527,NEOUSDT,ALPHAUSDT,0.02,-3.6,-3.37,74.44,10
1335,KLAYUSDT,ALPHAUSDT,0.04,-3.46,-3.37,1.9,10
560,OMGUSDT,ALPHAUSDT,0.04,-3.42,-3.37,14.79,10
1691,API3USDT,IOTAUSDT,0.03,-3.59,-3.37,6.67,10
1423,CELOUSDT,BCHUSDT,0.02,-3.61,-3.37,0.01,10
851,FLOWUSDT,APEUSDT,0.03,-3.47,-3.37,0.33,10
759,ALICEUSDT,BANDUSDT,0.04,-3.38,-3.37,1.59,10
2116,CTCUSDT,FXSUSDT,0.0,-4.38,-3.37,0.07,10
1338,ANTUSDT,ZENUSDT,0.02,-3.63,-3.37,0.11,10
2153,ONTUSDT,SOLUSDT,0.04,-3.46,-3.37,0.01,9
430,GRTUSDT,OCEANUSDT,0.02,-3.65,-3.37,0.57,9
2264,USDCUSDT,BSVUSDT,0.0,-7.55,-3.37,0.02,9
1937,GSTUSDT,GALAUSDT,0.04,-3.41,-3.37,1.54,9
526,ALGOUSDT,BALUSDT,0.03,-3.51,-3.37,0.07,9
782,TLMUSDT,DASHUSDT,0.02,-3.7,-3.37,0.0,9
965,SLPUSDT,HOTUSDT,0.02,-3.71,-3.37,1.94,9
2382,USDCUSDT,DODOUSDT,0.0,-7.55,-3.37,6.53,9
1929,GSTUSDT,BNBUSDT,0.03,-3.5,-3.37,0.0,9
1199,RSRUSDT,IMXUSDT,0.03,-3.5,-3.37,0.01,9
44,ETHUSDT,ALPHAUSDT,0.04,-3.43,-3.37,10502.57,9
1688,API3USDT,DUSKUSDT,0.01,-4.0,-3.37,15.47,9
1555,SUNUSDT,1000XECUSDT,0.02,-3.68,-3.37,0.14,9
1452,RVNUSDT,DENTUSDT,0.01,-3.85,-3.37,26.05,9
2156,ONTUSDT,CELRUSDT,0.03,-3.5,-3.37,13.69,9
